index	r	g	b	hex
0	255	255	255	#FFFFFF
1	255	255	255	#FFFFFF
2	0	0	255	#0000FF
3	8	113	160	#0871A0
4	28	48	52	#1C3034
5	16	64	66	#104042
6	88	156	157	#589C9D
7	75	142	130	#4B8E82
8	35	59	54	#233B36
9	50	61	58	#323D3A
10	17	45	36	#112D24
11	129	169	155	#81A99B
12	155	181	171	#9BB5AB
13	164	201	184	#A4C9B8
14	95	185	139	#5FB98B
15	48	52	50	#303432
16	14	35	24	#0E2318
17	8	29	17	#081D11
18	1	18	8	#011208
19	133	197	155	#85C59B
20	96	138	111	#608A6F
21	184	220	195	#B8DCC3
22	187	207	193	#BBCFC1
23	90	182	116	#5AB674
24	32	48	36	#203024
25	193	220	200	#C1DCC8
26	71	110	80	#476E50
27	165	210	176	#A5D2B0
28	4	24	8	#041808
29	22	64	30	#16401E
30	82	147	94	#52935E
31	52	74	56	#344A38
32	29	52	33	#1D3421
33	27	44	30	#1B2C1E
34	63	93	68	#3F5D44
35	35	41	36	#232924
36	1	21	4	#011504
37	27	47	30	#1B2F1E
38	33	53	36	#213524
39	52	80	56	#345038
40	56	85	60	#38553C
41	49	71	52	#314734
42	200	220	203	#C8DCCB
43	37	60	40	#253C28
44	13	46	16	#0D2E10
45	72	98	74	#48624A
46	4	28	5	#041C05
47	43	74	44	#2B4A2C
48	41	67	42	#29432A
49	0	16	0	#001000
50	1	21	1	#011501
51	1	18	1	#011201
52	4	21	4	#041504
53	16	30	16	#101E10
54	26	48	26	#1A301A
55	26	43	26	#1A2B1A
56	36	58	36	#243A24
57	30	47	30	#1E2F1E
58	49	76	49	#314C31
59	33	50	33	#213221
60	36	53	36	#243524
61	47	68	47	#2F442F
62	43	60	43	#2B3C2B
63	36	50	36	#243224
64	65	84	65	#415441
65	203	220	203	#CBDCCB
66	9	27	8	#091B08
67	30	50	29	#1E321D
68	33	54	32	#213620
69	43	63	42	#2B3F2A
70	53	72	52	#354834
71	60	78	59	#3C4E3B
72	80	105	78	#50694E
73	55	76	53	#374C35
74	28	68	23	#1C4417
75	30	37	29	#1E251D
76	17	64	10	#11400A
77	12	31	9	#0C1F09
78	51	71	48	#334730
79	4	21	1	#041501
80	42	100	31	#2A641F
81	16	33	13	#10210D
82	19	36	16	#132410
83	33	48	30	#21301E
84	61	82	57	#3D5239
85	71	91	67	#475B43
86	54	121	38	#367926
87	30	47	26	#1E2F1A
88	65	89	60	#41593C
89	88	111	83	#586F53
90	8	24	4	#081804
91	41	82	30	#29521E
92	47	65	42	#2F412A
93	60	78	55	#3C4E37
94	37	54	32	#253620
95	41	58	36	#293A24
96	67	85	60	#43553C
97	65	89	55	#415937
98	54	88	38	#365826
99	8	21	1	#081501
100	61	82	50	#3D5232
101	35	52	25	#233419
102	15	26	8	#0F1A08
103	31	46	21	#1F2E15
104	27	43	16	#1B2B10
105	66	83	54	#425336
106	73	89	61	#49593D
107	41	57	28	#29391C
108	48	63	36	#303F24
109	164	179	151	#A4B397
110	20	34	7	#142207
111	32	52	12	#20340C
112	53	67	40	#354328
113	62	76	48	#3E4C30
114	82	97	68	#526144
115	158	172	144	#9EAC90
116	60	72	47	#3C482F
117	66	79	52	#424F34
118	16	26	4	#101A04
119	54	77	24	#364D18
120	60	72	43	#3C482B
121	67	80	49	#435031
122	73	86	55	#495637
123	54	66	36	#364224
124	161	172	144	#A1AC90
125	164	174	148	#A4AE94
126	168	178	152	#A8B298
127	187	198	170	#BBC6AA
128	64	76	42	#404C2A
129	72	82	53	#485235
130	159	169	141	#9FA98D
131	98	109	74	#626D4A
132	93	104	71	#5D6847
133	112	123	88	#707B58
134	120	132	96	#788460
135	79	89	56	#4F5938
136	84	94	60	#545E3C
137	144	153	123	#90997B
138	72	81	49	#485131
139	136	145	113	#889171
140	141	149	120	#8D9578
141	187	194	168	#BBC2A8
142	22	28	5	#161C05
143	39	48	12	#27300C
144	36	44	11	#242C0B
145	17	21	4	#111504
146	44	54	11	#2C360B
147	30	37	8	#1E2508
148	50	58	23	#323A17
149	20	25	1	#141901
150	49	57	14	#31390E
151	52	60	16	#343C10
152	92	99	62	#5C633E
153	76	89	7	#4C5907
154	75	83	25	#4B5319
155	57	64	4	#394004
156	43	47	11	#2B2F0B
157	40	44	11	#282C0B
158	48	52	15	#30340F
159	61	66	20	#3D4214
160	20	21	4	#141504
161	47	50	11	#2F320B
162	60	63	17	#3C3F11
163	106	108	21	#6A6C15
164	46	47	11	#2E2F0B
165	43	44	11	#2B2C0B
166	55	56	17	#373811
167	59	60	19	#3B3C13
168	69	69	20	#454514
169	61	60	14	#3D3C0E
170	162	160	76	#A2A04C
171	203	201	139	#CBC98B
172	66	64	19	#424013
173	29	28	11	#1D1C0B
174	36	35	14	#24230E
175	42	40	11	#2A280B
176	63	60	17	#3F3C11
177	59	56	17	#3B3811
178	56	53	17	#383511
179	99	89	7	#635907
180	81	76	29	#514C1D
181	70	66	27	#46421B
182	66	60	14	#423C0E
183	40	37	17	#282511
184	63	56	13	#3F380D
185	62	56	17	#3E3811
186	60	50	10	#3C320A
187	59	53	27	#3B351B
188	131	110	40	#836E28
189	140	105	8	#8C6908
190	48	40	17	#302811
191	25	21	12	#19150C
192	28	18	1	#1C1201
193	56	36	7	#382407
194	92	59	12	#5C3B0C
195	43	31	14	#2B1F0E
196	116	74	24	#744A18
197	81	43	4	#512B04
198	47	24	5	#2F1805
199	96	41	14	#60290E
200	70	29	16	#461D10
201	67	18	4	#431204
202	111	50	39	#6F3227
203	99	21	11	#63150B
204	255	0	0	#FF0000
205	0	0	0	#000000
206	0	0	0	#000000
207	0	0	0	#000000
208	0	0	0	#000000
209	0	0	0	#000000
210	0	0	0	#000000
211	0	0	0	#000000
212	0	0	0	#000000
213	0	0	0	#000000
214	0	0	0	#000000
215	0	0	0	#000000
216	0	0	0	#000000
217	0	0	0	#000000
218	0	0	0	#000000
219	0	0	0	#000000
220	0	0	0	#000000
221	0	0	0	#000000
222	0	0	0	#000000
223	0	0	0	#000000
224	0	0	0	#000000
225	0	0	0	#000000
226	0	0	0	#000000
227	0	0	0	#000000
228	0	0	0	#000000
229	0	0	0	#000000
230	0	0	0	#000000
231	0	0	0	#000000
