index	r	g	b	hex
0	255	255	255	#FFFFFF
1	166	57	58	#A6393A
2	117	40	41	#752829
3	127	44	45	#7F2C2D
4	128	45	46	#802D2E
5	140	50	51	#8C3233
6	153	55	56	#993738
7	193	71	72	#C14748
8	189	70	71	#BD4647
9	214	80	81	#D65051
10	214	80	82	#D65052
11	193	72	73	#C14849
12	190	71	72	#BE4748
13	213	80	81	#D55051
14	117	39	41	#752729
15	52	23	27	#34171B
16	79	38	45	#4F262D
17	80	39	46	#50272E
18	79	39	46	#4F272E
19	104	51	62	#68333E
20	104	52	62	#68343E
21	136	69	83	#884553
22	137	70	83	#894653
23	133	68	81	#854451
24	3	0	3	#030003
25	46	31	46	#2E1F2E
26	6	5	6	#060506
27	168	152	168	#A898A8
28	12	11	12	#0C0B0C
29	250	235	250	#FAEBFA
30	54	53	54	#363536
31	70	69	70	#464546
32	110	109	110	#6E6D6E
33	104	103	104	#686768
34	98	97	98	#626162
35	92	91	92	#5C5B5C
36	216	215	216	#D8D7D8
37	196	195	196	#C4C3C4
38	180	179	180	#B4B3B4
39	37	1	39	#250127
40	240	0	255	#F000FF
41	206	0	219	#CE00DB
42	25	0	27	#19001B
43	17	2	18	#110212
44	20	6	21	#140615
45	23	7	24	#170718
46	27	12	28	#1B0C1C
47	36	21	37	#241525
48	56	41	57	#382939
49	70	55	71	#463747
50	101	86	102	#655666
51	118	102	119	#766677
52	253	224	255	#FDE0FF
53	134	119	135	#867787
54	151	136	152	#978898
55	183	168	184	#B7A8B8
56	199	184	200	#C7B8C8
57	230	214	231	#E6D6E7
58	215	200	216	#D7C8D8
59	239	224	240	#EFE0F0
60	254	239	255	#FEEFFF
61	246	231	247	#F6E7F7
62	14	3	15	#0E030F
63	252	241	253	#FCF1FD
64	85	70	87	#554657
65	5	5	6	#050506
66	11	11	12	#0B0B0C
67	39	39	40	#272728
68	53	53	54	#353536
69	69	69	70	#454546
70	115	115	116	#737374
71	103	103	104	#676768
72	97	97	98	#616162
73	91	91	92	#5B5B5C
74	247	247	248	#F7F7F8
75	233	233	234	#E9E9EA
76	229	229	230	#E5E5E6
77	215	215	216	#D7D7D8
78	179	179	180	#B3B3B4
79	133	133	134	#858586
80	57	68	74	#39444A
81	95	151	178	#5F97B2
82	75	94	103	#4B5E67
83	88	109	119	#586D77
84	103	124	134	#677C86
85	5	6	6	#050606
86	11	12	12	#0B0C0C
87	53	54	54	#353636
88	69	70	70	#454646
89	103	104	104	#676868
90	97	98	98	#616262
91	91	92	92	#5B5C5C
92	247	248	248	#F7F8F8
93	215	216	216	#D7D8D8
94	179	180	180	#B3B4B4
95	162	163	163	#A2A3A3
96	59	154	87	#3B9A57
97	152	190	163	#98BEA3
98	5	6	5	#050605
99	11	12	11	#0B0C0B
100	39	40	39	#272827
101	69	70	69	#454645
102	127	128	127	#7F807F
103	121	122	121	#797A79
104	109	110	109	#6D6E6D
105	103	104	103	#676867
106	97	98	97	#616261
107	91	92	91	#5B5C5B
108	247	248	247	#F7F8F7
109	215	216	215	#D7D8D7
110	179	180	179	#B3B4B3
111	133	134	133	#858685
112	14	21	8	#0E1508
113	25	35	15	#19230F
114	58	92	20	#3A5C14
115	81	120	33	#517821
116	109	156	47	#6D9C2F
117	84	124	21	#547C15
118	74	104	20	#4A6814
119	55	75	14	#374B0E
120	100	135	29	#64871D
121	18	22	10	#12160A
122	134	165	37	#86A525
123	121	149	29	#79951D
124	93	114	23	#5D7217
125	150	169	40	#96A928
126	6	6	5	#060605
127	12	12	11	#0C0C0B
128	40	40	39	#282827
129	44	44	43	#2C2C2B
130	54	54	53	#363635
131	70	70	69	#464645
132	104	104	103	#686867
