index	r	g	b	hex
0	255	255	255	#FFFFFF
1	255	255	255	#FFFFFF
2	0	14	0	#000E00
3	0	11	0	#000B00
4	0	1	0	#000100
5	1	8	1	#010801
6	1	4	1	#010401
7	5	14	5	#050E05
8	7	19	7	#071307
9	9	24	9	#091809
10	3	8	3	#030803
11	13	34	13	#0D220D
12	8	21	8	#081508
13	20	52	20	#143414
14	10	26	10	#0A1A0A
15	5	13	5	#050D05
16	26	67	26	#1A431A
17	25	64	25	#194019
18	24	62	24	#183E18
19	21	54	21	#153615
20	19	49	19	#133113
21	12	31	12	#0C1F0C
22	24	61	24	#183D18
23	22	56	22	#163816
24	18	46	18	#122E12
25	11	28	11	#0B1C0B
26	27	68	27	#1B441B
27	23	58	23	#173A17
28	17	43	17	#112B11
29	15	38	15	#0F260F
30	28	70	28	#1C461C
31	26	65	26	#1A411A
32	22	55	22	#163716
33	20	50	20	#143214
34	16	40	16	#102810
35	14	35	14	#0E230E
36	10	25	10	#0A190A
37	6	15	6	#060F06
38	4	10	4	#040A04
39	2	5	2	#020502
40	15	37	15	#0F250F
41	13	32	13	#0D200D
42	18	44	18	#122C12
43	9	22	9	#091609
44	7	17	7	#071107
45	8	19	8	#081308
46	3	7	3	#030703
47	4	9	4	#040904
48	1	2	1	#010201
49	2	22	0	#021600
50	2	11	0	#020B00
51	6	28	1	#061C01
52	7	31	2	#071F02
53	4	16	1	#041001
54	11	36	4	#0B2404
55	5	21	0	#051500
56	2	8	0	#020800
57	9	26	3	#091A03
58	29	54	20	#1D3614
59	11	32	2	#0B2002
60	10	29	2	#0A1D02
61	31	57	20	#1F3914
62	9	25	1	#091901
63	6	16	1	#061001
64	9	23	2	#091702
65	12	31	3	#0C1F03
66	14	35	4	#0E2304
67	15	36	5	#0F2405
68	17	37	7	#112507
69	26	48	15	#1A300F
70	28	51	17	#1C3311
71	34	60	21	#223C15
72	30	54	19	#1E3613
73	8	23	0	#081700
74	5	14	0	#050E00
75	19	39	8	#132708
76	22	43	11	#162B0B
77	25	45	14	#192D0E
78	12	31	1	#0C1F01
79	13	32	2	#0D2002
80	32	55	18	#203712
81	6	15	0	#060F00
82	2	5	0	#020500
83	9	20	2	#091402
84	14	29	4	#0E1D04
85	31	53	16	#1F3510
86	34	58	19	#223A13
87	39	65	22	#274116
88	30	50	17	#1E3211
89	12	28	0	#0C1C00
90	9	21	0	#091500
91	14	30	2	#0E1E02
92	28	47	14	#1C2F0E
93	38	61	21	#263D15
94	32	51	18	#203312
95	33	53	19	#213513
96	16	34	2	#102202
97	16	32	3	#102003
98	5	10	1	#050A01
99	18	36	4	#122404
100	20	38	6	#142606
101	20	36	7	#142407
102	24	42	10	#182A0A
103	26	44	12	#1A2C0C
104	30	49	15	#1E310F
105	33	54	17	#213611
106	34	55	18	#223712
107	35	56	19	#233813
108	47	73	26	#2F491A
109	42	65	24	#2A4118
110	34	52	20	#223414
111	6	13	0	#060D00
112	12	25	1	#0C1901
113	14	27	3	#0E1B03
114	22	39	7	#162707
115	25	43	9	#192B09
116	24	41	9	#182909
117	24	40	10	#18280A
118	26	42	12	#1A2A0C
119	38	60	19	#263C13
120	28	44	14	#1C2C0E
121	37	57	19	#253913
122	33	51	17	#213311
123	45	70	24	#2D4618
124	38	58	20	#263A14
125	30	46	16	#1E2E10
126	42	64	23	#2A4017
127	35	53	19	#233513
128	40	61	22	#283D16
129	41	62	23	#293E17
130	11	22	0	#0B1600
131	4	8	0	#040800
132	16	31	1	#101F01
133	19	35	3	#132303
134	11	20	2	#0B1402
135	20	36	4	#142404
136	18	33	4	#122104
137	27	43	11	#1B2B0B
138	29	45	13	#1D2D0D
139	34	53	16	#223510
140	31	47	15	#1F2F0F
141	40	61	20	#283D14
142	36	55	18	#243712
143	45	69	23	#2D4517
144	43	66	22	#2B4216
145	32	48	16	#203010
146	51	77	26	#334D1A
147	41	62	21	#293E15
148	48	73	25	#304919
149	47	70	24	#2F4618
150	44	67	23	#2C4317
151	52	78	27	#344E1B
152	49	74	26	#314A1A
153	42	63	22	#2A3F16
154	53	79	28	#354F1C
155	45	68	24	#2D4418
156	54	80	29	#36501D
157	49	72	26	#31481A
158	46	69	25	#2E4519
159	34	50	18	#223212
160	51	76	28	#334C1C
161	44	65	24	#2C4118
162	47	70	26	#2F461A
163	50	74	28	#324A1C
164	43	63	24	#2B3F18
165	17	30	3	#111E03
166	50	73	25	#324919
167	51	74	26	#334A1A
168	52	75	27	#344B1B
169	53	76	28	#354C1C
170	49	70	26	#31461A
171	21	37	3	#152503
172	20	34	4	#142204
173	23	37	7	#172507
174	27	43	9	#1B2B09
175	29	45	11	#1D2D0B
176	26	40	10	#1A280A
177	29	43	13	#1D2B0D
178	33	49	15	#21310F
179	35	51	17	#233311
180	42	60	21	#2A3C15
181	32	46	16	#202E10
182	57	82	29	#39521D
183	59	84	30	#3B541E
184	49	70	25	#314619
185	37	53	19	#253513
186	61	86	31	#3D561F
187	58	83	30	#3A531E
188	51	72	26	#33481A
189	43	61	22	#2B3D16
190	9	16	0	#091000
191	19	32	3	#132003
192	22	36	4	#162404
193	25	39	8	#192708
194	30	44	12	#1E2C0C
195	31	44	14	#1F2C0E
196	53	76	25	#354C19
197	40	57	19	#283913
198	54	77	26	#364D1A
199	42	59	20	#2A3B14
200	58	81	28	#3A511C
201	55	78	27	#374E1B
202	59	82	29	#3B521D
203	56	79	28	#384F1C
204	46	64	23	#2E4017
205	57	80	29	#39501D
206	61	84	31	#3D541F
207	58	81	30	#3A511E
208	55	76	28	#374C1C
209	62	85	32	#3E5520
210	56	77	29	#384D1D
211	16	28	0	#101C00
212	12	21	0	#0C1500
213	21	34	3	#152203
214	27	40	8	#1B2808
215	29	42	10	#1D2A0A
216	33	46	15	#212E0F
217	55	76	25	#374C19
218	39	54	18	#273612
219	58	80	27	#3A501B
220	49	68	23	#314417
221	53	73	25	#354919
222	61	84	29	#3D541D
223	57	78	27	#394E1B
224	58	79	28	#3A4F1C
225	45	62	22	#2D3E16
226	63	86	31	#3F561F
227	61	83	30	#3D531E
228	54	74	27	#364A1B
229	56	75	29	#384B1D
230	9	15	0	#090F00
231	25	37	7	#192507
232	35	48	15	#23300F
