index	r	g	b	hex
0	255	255	255	#FFFFFF
1	255	255	255	#FFFFFF
2	169	17	20	#A91114
3	240	41	42	#F0292A
4	157	0	7	#9D0007
5	156	0	5	#9C0005
6	167	10	17	#A70A11
7	167	14	18	#A70E12
8	190	31	35	#BE1F23
9	189	39	46	#BD272E
10	56	12	14	#380C0E
11	160	0	11	#A0000B
12	158	0	8	#9E0008
13	114	0	6	#720006
14	166	6	16	#A60610
15	187	19	30	#BB131E
16	203	35	45	#CB232D
17	226	54	63	#E2363F
18	235	60	71	#EB3C47
19	223	57	65	#DF3941
20	248	125	131	#F87D83
21	255	176	180	#FFB0B4
22	165	0	15	#A5000F
23	163	0	13	#A3000D
24	198	14	29	#C60E1D
25	184	14	29	#B80E1D
26	199	24	37	#C71825
27	245	8	35	#F50823
28	218	0	26	#DA001A
29	53	0	7	#350007
30	173	0	26	#AD001A
31	170	0	25	#AA0019
32	157	0	24	#9D0018
33	149	0	22	#950016
34	147	0	22	#930016
35	145	0	22	#910016
36	143	0	22	#8F0016
37	133	0	21	#850015
38	130	0	20	#820014
39	121	0	18	#790012
40	92	0	13	#5C000D
41	114	1	18	#720112
42	148	0	31	#94001F
43	252	50	111	#FC326F
44	171	25	116	#AB1974
45	75	73	114	#4B4972
46	153	151	196	#9997C4
47	153	152	177	#9998B1
48	55	52	150	#373496
49	123	122	192	#7B7AC0
50	71	74	164	#474AA4
51	74	79	168	#4A4FA8
52	82	83	98	#525362
53	54	57	94	#36395E
54	75	81	131	#4B5183
55	43	48	84	#2B3054
56	44	49	85	#2C3155
57	86	94	141	#565E8D
58	91	108	180	#5B6CB4
59	71	79	108	#474F6C
60	170	182	224	#AAB6E0
61	99	106	130	#636A82
62	200	208	236	#C8D0EC
63	125	145	207	#7D91CF
64	32	49	86	#203156
65	44	65	114	#2C4172
66	20	35	65	#142341
67	15	25	46	#0F192E
68	18	27	46	#121B2E
69	37	55	90	#25375A
70	61	89	145	#3D5991
71	67	89	133	#435985
72	78	119	190	#4E77BE
73	85	126	199	#557EC7
74	38	55	87	#263757
75	66	90	135	#425A87
76	125	147	186	#7D93BA
77	127	148	185	#7F94B9
78	43	49	60	#2B313C
79	174	190	218	#AEBEDA
80	23	39	66	#172742
81	17	29	48	#111D30
82	86	128	200	#5680C8
83	91	135	206	#5B87CE
84	92	135	204	#5C87CC
85	95	139	208	#5F8BD0
86	96	140	209	#608CD1
87	115	137	174	#7389AE
88	159	184	225	#9FB8E1
89	156	180	221	#9CB4DD
90	162	185	224	#A2B9E0
91	173	189	216	#ADBDD8
92	16	28	46	#101C2E
93	160	189	233	#A0BDE9
94	160	188	229	#A0BCE5
95	199	213	231	#C7D5E7
96	202	214	230	#CAD6E6
97	127	184	231	#7FB8E7
98	125	139	149	#7D8B95
99	94	125	140	#5E7D8C
100	58	108	126	#3A6C7E
101	76	123	141	#4C7B8D
102	121	150	161	#7996A1
103	118	187	176	#76BBB0
104	0	101	41	#006529
105	0	77	31	#004D1F
106	0	148	50	#009432
107	0	167	49	#00A731
108	18	81	32	#125120
109	149	215	130	#95D782
110	14	40	0	#0E2800
111	34	80	0	#225000
112	32	78	0	#204E00
113	33	77	0	#214D00
114	54	120	0	#367800
115	10	23	0	#0A1700
116	58	125	0	#3A7D00
117	83	171	0	#53AB00
118	86	175	3	#56AF03
119	100	200	7	#64C807
120	141	223	31	#8DDF1F
121	171	184	144	#ABB890
122	164	178	126	#A4B27E
123	171	183	138	#ABB78A
124	123	136	87	#7B8857
125	121	131	90	#79835A
126	21	23	14	#15170E
127	171	184	129	#ABB881
128	24	26	16	#181A10
129	123	132	87	#7B8457
130	182	220	0	#B6DC00
131	124	134	72	#7C8648
132	137	147	80	#899350
133	51	55	31	#33371F
134	209	220	147	#D1DC93
135	79	82	62	#4F523E
136	132	147	30	#84931E
137	95	102	53	#5F6635
138	108	115	61	#6C733D
139	63	67	37	#3F4325
140	17	18	11	#11120B
141	198	208	135	#C6D087
142	46	48	34	#2E3022
143	80	83	61	#50533D
144	214	235	49	#D6EB31
145	215	234	51	#D7EA33
146	119	125	66	#777D42
147	84	89	48	#545930
148	124	131	72	#7C8348
149	78	82	45	#4E522D
150	159	168	93	#9FA85D
151	56	58	39	#383A27
152	133	142	30	#858E1E
153	81	83	59	#51533B
154	207	223	0	#CFDF00
155	232	242	82	#E8F252
156	37	38	23	#252617
157	252	255	216	#FCFFD8
158	247	251	174	#F7FBAE
159	253	254	225	#FDFEE1
160	251	252	217	#FBFCD9
161	7	7	3	#070703
162	9	9	6	#090906
163	13	13	9	#0D0D09
164	129	129	113	#818171
165	233	231	188	#E9E7BC
166	161	160	141	#A1A08D
167	185	179	120	#B9B378
168	154	148	120	#9A9478
169	177	149	38	#B19526
170	178	150	39	#B29627
171	167	144	47	#A7902F
172	187	167	77	#BBA74D
173	207	185	90	#CFB95A
174	166	134	22	#A68616
175	238	193	33	#EEC121
176	172	145	40	#AC9128
177	133	111	32	#856F20
178	128	110	40	#806E28
179	103	83	23	#675317
180	133	111	36	#856F24
181	84	63	20	#543F14
182	4	3	1	#040301
183	54	44	24	#362C18
184	42	39	33	#2A2721
185	53	43	25	#352B19
186	136	105	52	#886934
187	55	43	24	#372B18
188	70	56	34	#463822
189	42	39	34	#2A2722
190	31	24	14	#1F180E
191	147	102	50	#936632
192	196	128	70	#C48046
193	243	170	108	#F3AA6C
194	242	156	103	#F29C67
195	192	106	60	#C06A3C
196	255	144	87	#FF9057
197	123	82	60	#7B523C
198	240	142	98	#F08E62
199	177	83	49	#B15331
200	240	135	96	#F08760
201	255	234	226	#FFEAE2
202	240	132	95	#F0845F
203	239	130	95	#EF825F
204	238	129	95	#EE815F
205	195	83	50	#C35332
206	255	171	150	#FFAB96
207	219	58	23	#DB3A17
208	164	57	36	#A43924
209	191	72	45	#BF482D
210	160	50	32	#A03220
211	162	53	33	#A23521
212	188	62	40	#BC3E28
213	64	8	0	#400800
214	63	8	0	#3F0800
215	158	47	29	#9E2F1D
216	157	46	29	#9D2E1D
217	183	53	35	#B73523
218	159	47	30	#9F2F1E
219	157	45	30	#9D2D1E
220	160	49	31	#A0311F
221	159	48	31	#9F301F
222	108	25	15	#6C190F
