index	r	g	b	hex
0	255	255	255	#FFFFFF
1	166	166	166	#A6A6A6
2	110	110	110	#6E6E6E
3	55	55	55	#373737
4	222	222	222	#DEDEDE
5	179	179	179	#B3B3B3
6	137	137	137	#898989
7	222	222	222	#DEDEDE
8	179	179	179	#B3B3B3
9	137	137	137	#898989
10	172	172	172	#ACACAC
11	110	110	110	#6E6E6E
12	72	72	72	#484848
13	172	172	172	#ACACAC
14	110	110	110	#6E6E6E
15	71	71	71	#474747
16	11	11	11	#0B0B0B
17	114	114	114	#727272
18	78	78	78	#4E4E4E
19	43	43	43	#2B2B2B
20	114	114	114	#727272
21	78	78	78	#4E4E4E
22	42	42	42	#2A2A2A
23	11	11	11	#0B0B0B
24	160	160	160	#A0A0A0
25	98	98	98	#626262
26	66	66	66	#424242
27	166	166	166	#A6A6A6
28	104	104	104	#686868
29	83	83	83	#535353
30	11	11	11	#0B0B0B
31	69	69	69	#454545
32	90	90	90	#5A5A5A
33	90	90	90	#5A5A5A
34	90	90	90	#5A5A5A
35	90	90	90	#5A5A5A
36	219	219	219	#DBDBDB
37	160	160	160	#A0A0A0
38	101	101	101	#656565
39	219	219	219	#DBDBDB
40	255	255	255	#FFFFFF
41	219	219	219	#DBDBDB
42	107	107	107	#6B6B6B
43	230	230	230	#E6E6E6
44	11	11	11	#0B0B0B
45	11	11	11	#0B0B0B
46	11	11	11	#0B0B0B
47	11	11	11	#0B0B0B
48	11	11	11	#0B0B0B
49	11	11	11	#0B0B0B
50	11	11	11	#0B0B0B
51	11	11	11	#0B0B0B
52	11	11	11	#0B0B0B
53	11	11	11	#0B0B0B
54	11	11	11	#0B0B0B
55	11	11	11	#0B0B0B
56	11	11	11	#0B0B0B
57	11	11	11	#0B0B0B
58	11	11	11	#0B0B0B
59	11	11	11	#0B0B0B
60	11	11	11	#0B0B0B
61	11	11	11	#0B0B0B
62	11	11	11	#0B0B0B
63	11	11	11	#0B0B0B
64	149	149	149	#959595
65	149	149	149	#959595
66	149	149	149	#959595
67	149	149	149	#959595
68	11	11	11	#0B0B0B
69	11	11	11	#0B0B0B
70	11	11	11	#0B0B0B
71	11	11	11	#0B0B0B
72	11	11	11	#0B0B0B
73	11	11	11	#0B0B0B
74	11	11	11	#0B0B0B
75	11	11	11	#0B0B0B
76	11	11	11	#0B0B0B
77	11	11	11	#0B0B0B
78	11	11	11	#0B0B0B
79	11	11	11	#0B0B0B
80	11	11	11	#0B0B0B
81	11	11	11	#0B0B0B
82	11	11	11	#0B0B0B
83	11	11	11	#0B0B0B
84	11	11	11	#0B0B0B
85	11	11	11	#0B0B0B
86	11	11	11	#0B0B0B
87	11	11	11	#0B0B0B
88	11	11	11	#0B0B0B
89	11	11	11	#0B0B0B
90	11	11	11	#0B0B0B
91	11	11	11	#0B0B0B
92	11	11	11	#0B0B0B
93	11	11	11	#0B0B0B
94	11	11	11	#0B0B0B
95	11	11	11	#0B0B0B
96	127	127	127	#7F7F7F
97	127	127	127	#7F7F7F
98	127	127	127	#7F7F7F
99	127	127	127	#7F7F7F
100	11	11	11	#0B0B0B
101	11	11	11	#0B0B0B
102	11	11	11	#0B0B0B
103	11	11	11	#0B0B0B
104	11	11	11	#0B0B0B
105	11	11	11	#0B0B0B
106	11	11	11	#0B0B0B
107	11	11	11	#0B0B0B
